Date,days_passed,price,vert_barrier,top_barrier,bottom_barrier,out
2000-01-06,1,0.7293816208839417,2000-01-24 00:00:00,0.8337404539617173,0.625022787806166,1
2000-01-07,2,0.7639315128326416,2000-01-25 00:00:00,0.872059018177067,0.6558040074882162,0.9053246529839978
2000-01-10,3,0.7504956126213074,2000-01-26 00:00:00,0.8354103948870902,0.6655808303555245,1
2000-01-11,4,0.7121070623397827,2000-01-27 00:00:00,0.7856458027053769,0.6385683219741886,1
2000-01-12,5,0.6693999767303467,2000-01-28 00:00:00,0.7341991243068623,0.6046008291538311,1
2000-01-13,6,0.7428176403045654,2000-01-31 00:00:00,0.850791398973721,0.6348438816354098,1
2000-01-14,7,0.7711292505264282,2000-02-01 00:00:00,0.8751871866432377,0.6670713144096188,-0.013835471311757242
2000-01-18,8,0.7980009913444519,2000-02-02 00:00:00,0.8977281824286887,0.6982738002602151,-0.3945588383595088
2000-01-19,9,0.8181553483009338,2000-02-03 00:00:00,0.912348688556487,0.7239620080453807,-0.26490885663988706
2000-01-20,10,0.8714196681976318,2000-02-04 00:00:00,0.970001093990328,0.7728382424049357,-1
2000-01-21,11,0.8546246886253357,2000-02-07 00:00:00,0.9472685226505084,0.761980854600163,-1
2000-01-24,12,0.8157562017440796,2000-02-08 00:00:00,0.9048427373691904,0.7266696661189688,0.7433247172425741
2000-01-25,13,0.8618220090866089,2000-02-09 00:00:00,0.9545335785853007,0.769110439587917,-1
2000-01-26,14,0.8459871411323547,2000-02-10 00:00:00,0.9329293670481322,0.7590449152165772,-1
2000-01-27,15,0.8445475101470947,2000-02-11 00:00:00,0.9260739935725836,0.7630210267216059,-1
2000-01-28,16,0.7802466154098511,2000-02-14 00:00:00,0.8632682519551678,0.6972249788645344,1
2000-01-31,17,0.7965614795684814,2000-02-15 00:00:00,0.8771417590832149,0.715981200053748,1
2000-02-01,18,0.7696895599365234,2000-02-16 00:00:00,0.8449710300837079,0.694408089789339,1
2000-02-02,19,0.7586527466773987,2000-02-17 00:00:00,0.8287869837222256,0.6885185096325718,1
2000-02-03,20,0.7932026982307434,2000-02-18 00:00:00,0.8669392976832908,0.719466098778196,1
2000-02-04,21,0.8291922807693481,2000-02-22 00:00:00,0.905689131350426,0.7526954301882703,1
2000-02-07,22,0.8757379055023193,2000-02-23 00:00:00,0.9570761257281587,0.79439968527648,0.20648177838628481
2000-02-08,23,0.8819764256477356,2000-02-24 00:00:00,0.9594684244971826,0.8044844267982886,0.03250211514768378
2000-02-09,24,0.8647011518478394,2000-02-25 00:00:00,0.9384358650744704,0.7909664386212083,-0.23428067178763462
2000-02-10,25,0.8714196681976318,2000-02-28 00:00:00,0.9417678108723713,0.8010715255228924,-0.027285837370599628
2000-02-11,26,0.8349502682685852,2000-02-29 00:00:00,0.903769950374157,0.7661305861630134,1
2000-02-14,27,0.8891737461090088,2000-03-01 00:00:00,0.9667315343174877,0.8116159579005299,1
2000-02-15,28,0.9136465191841125,2000-03-02 00:00:00,0.9899313767220779,0.8373616616461472,1
2000-02-16,29,0.876217782497406,2000-03-03 00:00:00,0.9510164900489723,0.8014190749458397,1
2000-02-17,30,0.8819764256477356,2000-03-06 00:00:00,0.953396894429886,0.8105559568655852,1
2000-02-18,31,0.8541449308395386,2000-03-07 00:00:00,0.9226148319537497,0.7856750297253274,1
2000-02-22,32,0.8738184571266174,2000-03-08 00:00:00,0.9412548247305805,0.8063820895226543,1
2000-02-23,33,0.8925327658653259,2000-03-09 00:00:00,0.9586086307234081,0.8264569010072438,1
2000-02-24,34,0.8844950795173645,2000-03-10 00:00:00,0.947175365768999,0.82181479326573,1
2000-02-25,35,0.8474265336990356,2000-03-13 00:00:00,0.9092622424228256,0.7855908249752457,1
2000-02-28,36,0.8695001602172852,2000-03-14 00:00:00,0.9313527102386666,0.8076476101959037,1
2000-02-29,37,0.880057156085968,2000-03-15 00:00:00,0.9397582323749966,0.8203560797969395,1
2000-03-01,38,1.000500202178955,2000-03-16 00:00:00,1.104286045016395,0.8967143593415151,-1
2000-03-02,39,0.9366801381111145,2000-03-17 00:00:00,1.039642588323062,0.8337176878991671,0.223700819226449
2000-03-03,40,0.9827460050582886,2000-03-20 00:00:00,1.0882318192462983,0.877260190870279,-1
2000-03-06,41,0.9649913907051086,2000-03-21 00:00:00,1.0650364130481988,0.8649463683620184,0.7098667636167416
2000-03-07,42,0.9433974027633667,2000-03-22 00:00:00,1.038126286785477,0.8486685187412564,1
2000-03-08,43,0.9366801381111145,2000-03-23 00:00:00,1.0264085782770203,0.8469516979452087,1
2000-03-09,44,0.9385993480682373,2000-03-24 00:00:00,1.0240849120397153,0.8531137840967593,1
2000-03-10,45,0.9654715061187744,2000-03-27 00:00:00,1.0502144286244954,0.8807285836130534,1
2000-03-13,46,0.9314014315605164,2000-03-28 00:00:00,1.012711343414235,0.8500915197067976,1
2000-03-14,47,0.8771774768829346,2000-03-29 00:00:00,0.9569032101029973,0.7974517436628719,1
2000-03-15,48,0.8925327658653259,2000-03-30 00:00:00,0.9704393381338271,0.8146261935968248,1
2000-03-16,49,0.9333202838897705,2000-03-31 00:00:00,1.0151181478930946,0.8515224198864464,1
